2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just shared a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:34:43', 'category': 'other', 'sentiment': 0.22, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just saw game! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:34:48', 'category': 'gaming', 'sentiment': 0.54, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just saw game! It was weird.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:34:48', 'category': 'gaming', 'sentiment': 0.54, 'keyword_mentioned': 'game', 'message_length': 30}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just loved travel! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 07:34:53', 'category': 'travel', 'sentiment': 0.17, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just loved travel! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 07:34:53', 'category': 'travel', 'sentiment': 0.17, 'keyword_mentioned': 'travel', 'message_length': 36}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just shared JavaScript! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:34:58', 'category': 'tech', 'sentiment': 0.75, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just shared JavaScript! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:34:58', 'category': 'tech', 'sentiment': 0.75, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just saw travel! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:03', 'category': 'travel', 'sentiment': 0.44, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just saw travel! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:03', 'category': 'travel', 'sentiment': 0.44, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just tried a movie! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:08', 'category': 'entertainment', 'sentiment': 0.61, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just tried a movie! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:08', 'category': 'entertainment', 'sentiment': 0.61, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just saw game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:13', 'category': 'gaming', 'sentiment': 0.44, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just saw game! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:13', 'category': 'gaming', 'sentiment': 0.44, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just loved an app! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:18', 'category': 'other', 'sentiment': 0.09, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just loved an app! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:18', 'category': 'other', 'sentiment': 0.09, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just saw Python! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:35:23', 'category': 'tech', 'sentiment': 0.92, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just saw Python! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:35:23', 'category': 'tech', 'sentiment': 0.92, 'keyword_mentioned': 'Python', 'message_length': 35}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just saw an app! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:28', 'category': 'other', 'sentiment': 0.82, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just saw an app! It was exciting.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:28', 'category': 'other', 'sentiment': 0.82, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just saw a meme! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:33', 'category': 'humor', 'sentiment': 0.3, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just saw a meme! It was weird.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:33', 'category': 'humor', 'sentiment': 0.3, 'keyword_mentioned': 'meme', 'message_length': 32}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just found a trick! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:38', 'category': 'other', 'sentiment': 0.65, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just found a trick! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:38', 'category': 'other', 'sentiment': 0.65, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:10 | INFO | Inserted one message into the database.
2025-09-26 07:37:10 | INFO | Processed message: {'message': 'I just saw a story! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:43', 'category': 'other', 'sentiment': 0.04, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-26 07:37:10 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:10 | INFO | message={'message': 'I just saw a story! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:43', 'category': 'other', 'sentiment': 0.04, 'keyword_mentioned': 'other', 'message_length': 36}
2025-09-26 07:37:10 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just shared game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:48', 'category': 'gaming', 'sentiment': 0.34, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just shared game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 07:35:48', 'category': 'gaming', 'sentiment': 0.34, 'keyword_mentioned': 'game', 'message_length': 35}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just found recipe! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:53', 'category': 'food', 'sentiment': 0.37, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just found recipe! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-26 07:35:53', 'category': 'food', 'sentiment': 0.37, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just shared JavaScript! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:35:58', 'category': 'tech', 'sentiment': 0.12, 'keyword_mentioned': 'JavaScript', 'message_length': 42}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just shared JavaScript! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:35:58', 'category': 'tech', 'sentiment': 0.12, 'keyword_mentioned': 'JavaScript', 'message_length': 42}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just tried a meme! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:03', 'category': 'humor', 'sentiment': 0.15, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just tried a meme! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:03', 'category': 'humor', 'sentiment': 0.15, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just loved a movie! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:08', 'category': 'entertainment', 'sentiment': 0.49, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just loved a movie! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:08', 'category': 'entertainment', 'sentiment': 0.49, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just tried recipe! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:36:13', 'category': 'food', 'sentiment': 0.12, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just tried recipe! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:36:13', 'category': 'food', 'sentiment': 0.12, 'keyword_mentioned': 'recipe', 'message_length': 36}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just shared a trick! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-26 07:36:18', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 39}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just shared a trick! It was exciting.', 'author': 'Bob', 'timestamp': '2025-09-26 07:36:18', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 39}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just tried game! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:23', 'category': 'gaming', 'sentiment': 0.31, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just tried game! It was funny.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:23', 'category': 'gaming', 'sentiment': 0.31, 'keyword_mentioned': 'game', 'message_length': 32}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just loved an app! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-26 07:36:28', 'category': 'other', 'sentiment': 0.24, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just loved an app! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-26 07:36:28', 'category': 'other', 'sentiment': 0.24, 'keyword_mentioned': 'other', 'message_length': 34}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just saw a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:36:33', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just saw a meme! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:36:33', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 34}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just shared a story! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 07:36:38', 'category': 'other', 'sentiment': 0.79, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just shared a story! It was amazing.', 'author': 'Alice', 'timestamp': '2025-09-26 07:36:38', 'category': 'other', 'sentiment': 0.79, 'keyword_mentioned': 'other', 'message_length': 38}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just saw JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:36:43', 'category': 'tech', 'sentiment': 0.48, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just saw JavaScript! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:36:43', 'category': 'tech', 'sentiment': 0.48, 'keyword_mentioned': 'JavaScript', 'message_length': 36}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just found travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-26 07:36:48', 'category': 'travel', 'sentiment': 0.73, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just found travel! It was funny.', 'author': 'Bob', 'timestamp': '2025-09-26 07:36:48', 'category': 'travel', 'sentiment': 0.73, 'keyword_mentioned': 'travel', 'message_length': 34}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just found JavaScript! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:53', 'category': 'tech', 'sentiment': 0.44, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just found JavaScript! It was exciting.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:53', 'category': 'tech', 'sentiment': 0.44, 'keyword_mentioned': 'JavaScript', 'message_length': 41}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just loved a story! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:58', 'category': 'other', 'sentiment': 0.55, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just loved a story! It was amazing.', 'author': 'Eve', 'timestamp': '2025-09-26 07:36:58', 'category': 'other', 'sentiment': 0.55, 'keyword_mentioned': 'other', 'message_length': 37}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just shared recipe! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:03', 'category': 'food', 'sentiment': 0.29, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just shared recipe! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:03', 'category': 'food', 'sentiment': 0.29, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:11 | INFO | Processed message: {'message': 'I just saw a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:08', 'category': 'other', 'sentiment': 0.76, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:11 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:11 | INFO | message={'message': 'I just saw a story! It was amazing.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:08', 'category': 'other', 'sentiment': 0.76, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:11 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:11 | INFO | Inserted one message into the database.
2025-09-26 07:37:13 | INFO | {'message': 'I just tried a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:13', 'category': 'entertainment', 'sentiment': 0.08, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-26 07:37:13 | INFO | Processed message: {'message': 'I just tried a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:13', 'category': 'entertainment', 'sentiment': 0.08, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-26 07:37:13 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:13 | INFO | message={'message': 'I just tried a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:13', 'category': 'entertainment', 'sentiment': 0.08, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-09-26 07:37:13 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:13 | INFO | Inserted one message into the database.
2025-09-26 07:37:18 | INFO | {'message': 'I just found a story! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-26 07:37:18', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:18 | INFO | Processed message: {'message': 'I just found a story! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-26 07:37:18', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:18 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:18 | INFO | message={'message': 'I just found a story! It was weird.', 'author': 'Eve', 'timestamp': '2025-09-26 07:37:18', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 35}
2025-09-26 07:37:18 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
2025-09-26 07:37:18 | INFO | Inserted one message into the database.
2025-09-26 07:37:23 | INFO | {'message': 'I just loved recipe! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:23', 'category': 'food', 'sentiment': 0.47, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-26 07:37:23 | INFO | Processed message: {'message': 'I just loved recipe! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:23', 'category': 'food', 'sentiment': 0.47, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-26 07:37:23 | INFO | Calling SQLite insert_message() with:
2025-09-26 07:37:23 | INFO | message={'message': 'I just loved recipe! It was boring.', 'author': 'Charlie', 'timestamp': '2025-09-26 07:37:23', 'category': 'food', 'sentiment': 0.47, 'keyword_mentioned': 'recipe', 'message_length': 35}
2025-09-26 07:37:23 | INFO | db_path=WindowsPath('D:/projects/buzzline-05-USERape/data/buzz.sqlite')
